onset	duration	sample	value
0.9687500000	n/a	496	9633791
11.7597656250	n/a	6021	TRIG
11.7714843750	n/a	6027	RHS
12.0605468750	n/a	6175	LTO
12.5253906250	n/a	6413	LHS
12.7968750000	n/a	6552	RTO
13.2324218750	n/a	6775	RHS
13.5117187500	n/a	6918	LTO
13.7597656250	n/a	7045	TRIG
14.0449218750	n/a	7191	LHS
14.3281250000	n/a	7336	RTO
14.7187500000	n/a	7536	RHS
14.9941406250	n/a	7677	LTO
15.4765625000	n/a	7924	LHS
15.7558593750	n/a	8067	RTO
15.7597656250	n/a	8069	TRIG
16.1679687500	n/a	8278	RHS
16.4492187500	n/a	8422	LTO
16.8964843750	n/a	8651	LHS
17.1640625000	n/a	8788	RTO
17.6484375000	n/a	9036	RHS
17.7597656250	n/a	9093	TRIG
17.9511718750	n/a	9191	LTO
18.3574218750	n/a	9399	LHS
18.6308593750	n/a	9539	RTO
19.0839843750	n/a	9771	RHS
19.3671875000	n/a	9916	LTO
19.7578125000	n/a	10116	LHS
19.7597656250	n/a	10117	TRIG
20.0253906250	n/a	10253	RTO
20.4980468750	n/a	10495	RHS
20.7871093750	n/a	10643	LTO
21.2324218750	n/a	10871	LHS
21.5117187500	n/a	11014	RTO
21.7597656250	n/a	11141	TRIG
21.9121093750	n/a	11219	RHS
22.1718750000	n/a	11352	LTO
22.6835937500	n/a	11614	LHS
22.9550781250	n/a	11753	RTO
23.3417968750	n/a	11951	RHS
23.6289062500	n/a	12098	LTO
23.7597656250	n/a	12165	TRIG
24.0605468750	n/a	12319	LHS
24.3183593750	n/a	12451	RTO
24.8242187500	n/a	12710	RHS
25.1269531250	n/a	12865	LTO
25.5097656250	n/a	13061	LHS
25.7597656250	n/a	13189	TRIG
25.7656250000	n/a	13192	RTO
26.1835937500	n/a	13406	RHS
26.5039062500	n/a	13570	LTO
26.8671875000	n/a	13756	LHS
27.1191406250	n/a	13885	RTO
27.5312500000	n/a	14096	RHS
27.7597656250	n/a	14213	TRIG
27.8261718750	n/a	14247	LTO
28.2753906250	n/a	14477	LHS
28.5625000000	n/a	14624	RTO
29.0019531250	n/a	14849	RHS
29.3164062500	n/a	15010	LTO
29.7167968750	n/a	15215	LHS
29.7597656250	n/a	15237	TRIG
29.9921875000	n/a	15356	RTO
30.4453125000	n/a	15588	RHS
30.7363281250	n/a	15737	LTO
31.2089843750	n/a	15979	LHS
31.5234375000	n/a	16140	RTO
31.7597656250	n/a	16261	TRIG
31.9179687500	n/a	16342	RHS
32.1835937500	n/a	16478	LTO
32.6757812500	n/a	16730	LHS
32.9570312500	n/a	16874	RTO
33.4472656250	n/a	17125	RHS
33.7207031250	n/a	17265	LTO
33.7597656250	n/a	17285	TRIG
34.2578125000	n/a	17540	LHS
34.5546875000	n/a	17692	RTO
35.0058593750	n/a	17923	RHS
35.2968750000	n/a	18072	LTO
35.7597656250	n/a	18309	TRIG
35.7597656250	n/a	18309	LHS
36.0234375000	n/a	18444	RTO
36.4257812500	n/a	18650	RHS
36.7089843750	n/a	18795	LTO
37.1406250000	n/a	19016	LHS
37.4218750000	n/a	19160	RTO
37.7597656250	n/a	19333	TRIG
37.8750000000	n/a	19392	RHS
38.1640625000	n/a	19540	LTO
38.5957031250	n/a	19761	LHS
38.8515625000	n/a	19892	RTO
39.3457031250	n/a	20145	RHS
39.6464843750	n/a	20299	LTO
39.7597656250	n/a	20357	TRIG
40.0664062500	n/a	20514	LHS
40.3320312500	n/a	20650	RTO
40.7519531250	n/a	20865	RHS
41.0468750000	n/a	21016	LTO
41.5566406250	n/a	21277	LHS
41.7597656250	n/a	21381	TRIG
41.8242187500	n/a	21414	RTO
42.2128906250	n/a	21613	RHS
42.4746093750	n/a	21747	LTO
42.9492187500	n/a	21990	LHS
43.2128906250	n/a	22125	RTO
43.6386718750	n/a	22343	RHS
43.7597656250	n/a	22405	TRIG
43.9042968750	n/a	22479	LTO
44.3710937500	n/a	22718	LHS
44.6406250000	n/a	22856	RTO
45.0761718750	n/a	23079	RHS
45.3535156250	n/a	23221	LTO
45.7597656250	n/a	23429	TRIG
45.8066406250	n/a	23453	LHS
46.0722656250	n/a	23589	RTO
46.5332031250	n/a	23825	RHS
46.8164062500	n/a	23970	LTO
47.2421875000	n/a	24188	LHS
47.5000000000	n/a	24320	RTO
47.7597656250	n/a	24453	TRIG
48.0019531250	n/a	24577	RHS
48.2910156250	n/a	24725	LTO
48.7050781250	n/a	24937	LHS
48.9589843750	n/a	25067	RTO
49.4648437500	n/a	25326	RHS
49.7480468750	n/a	25471	LTO
49.7597656250	n/a	25477	TRIG
50.1757812500	n/a	25690	LHS
50.4257812500	n/a	25818	RTO
50.8769531250	n/a	26049	RHS
51.1503906250	n/a	26189	LTO
51.6171875000	n/a	26428	LHS
51.7597656250	n/a	26501	TRIG
51.8847656250	n/a	26565	RTO
52.3281250000	n/a	26792	RHS
52.6191406250	n/a	26941	LTO
53.0742187500	n/a	27174	LHS
53.3125000000	n/a	27296	RTO
53.7558593750	n/a	27523	RHS
53.7597656250	n/a	27525	TRIG
54.0527343750	n/a	27675	LTO
54.5039062500	n/a	27906	LHS
54.7792968750	n/a	28047	RTO
55.2031250000	n/a	28264	RHS
55.4843750000	n/a	28408	LTO
55.7597656250	n/a	28549	TRIG
55.9296875000	n/a	28636	LHS
56.2148437500	n/a	28782	RTO
56.6191406250	n/a	28989	RHS
56.8906250000	n/a	29128	LTO
57.3945312500	n/a	29386	LHS
57.6796875000	n/a	29532	RTO
57.7597656250	n/a	29573	TRIG
58.1132812500	n/a	29754	RHS
58.3828125000	n/a	29892	LTO
58.8300781250	n/a	30121	LHS
59.0800781250	n/a	30249	RTO
59.5820312500	n/a	30506	RHS
59.7597656250	n/a	30597	TRIG
59.8593750000	n/a	30648	LTO
60.4003906250	n/a	30925	LHS
60.6699218750	n/a	31063	RTO
61.1621093750	n/a	31315	RHS
61.4433593750	n/a	31459	LTO
61.7597656250	n/a	31621	TRIG
61.8671875000	n/a	31676	LHS
62.1328125000	n/a	31812	RTO
62.6015625000	n/a	32052	RHS
62.9062500000	n/a	32208	LTO
63.3535156250	n/a	32437	LHS
63.6250000000	n/a	32576	RTO
63.7597656250	n/a	32645	TRIG
64.1054687500	n/a	32822	RHS
64.3867187500	n/a	32966	LTO
64.8378906250	n/a	33197	LHS
65.0781250000	n/a	33320	RTO
65.6289062500	n/a	33602	RHS
65.7597656250	n/a	33669	TRIG
65.9257812500	n/a	33754	LTO
66.3105468750	n/a	33951	LHS
66.5625000000	n/a	34080	RTO
66.9492187500	n/a	34278	RHS
67.2246093750	n/a	34419	LTO
67.7304687500	n/a	34678	LHS
67.7597656250	n/a	34693	TRIG
68.0039062500	n/a	34818	RTO
68.4414062500	n/a	35042	RHS
68.7148437500	n/a	35182	LTO
69.1933593750	n/a	35427	LHS
69.4589843750	n/a	35563	RTO
69.7597656250	n/a	35717	TRIG
69.8828125000	n/a	35780	RHS
70.1875000000	n/a	35936	LTO
70.6621093750	n/a	36179	LHS
70.9257812500	n/a	36314	RTO
71.3789062500	n/a	36546	RHS
71.6308593750	n/a	36675	LTO
71.7597656250	n/a	36741	TRIG
72.1386718750	n/a	36935	LHS
72.4199218750	n/a	37079	RTO
72.8574218750	n/a	37303	RHS
73.1523437500	n/a	37454	LTO
73.5878906250	n/a	37677	LHS
73.7597656250	n/a	37765	TRIG
73.8476562500	n/a	37810	RTO
74.2890625000	n/a	38036	RHS
74.5800781250	n/a	38185	LTO
75.0332031250	n/a	38417	LHS
75.3046875000	n/a	38556	RTO
75.7597656250	n/a	38789	TRIG
75.7695312500	n/a	38794	RHS
76.0429687500	n/a	38934	LTO
76.5136718750	n/a	39175	LHS
76.7890625000	n/a	39316	RTO
77.1855468750	n/a	39519	RHS
77.4570312500	n/a	39658	LTO
77.7597656250	n/a	39813	TRIG
77.9531250000	n/a	39912	LHS
78.2343750000	n/a	40056	RTO
78.6718750000	n/a	40280	RHS
78.9492187500	n/a	40422	LTO
79.3808593750	n/a	40643	LHS
79.6621093750	n/a	40787	RTO
79.7597656250	n/a	40837	TRIG
80.0820312500	n/a	41002	RHS
80.3769531250	n/a	41153	LTO
80.8398437500	n/a	41390	LHS
81.0957031250	n/a	41521	RTO
81.5800781250	n/a	41769	RHS
81.7597656250	n/a	41861	TRIG
81.8710937500	n/a	41918	LTO
82.3261718750	n/a	42151	LHS
82.6074218750	n/a	42295	RTO
83.0527343750	n/a	42523	RHS
83.3476562500	n/a	42674	LTO
83.7597656250	n/a	42885	TRIG
83.8046875000	n/a	42908	LHS
84.0664062500	n/a	43042	RTO
84.5527343750	n/a	43291	RHS
84.8300781250	n/a	43433	LTO
85.3496093750	n/a	43699	LHS
85.6445312500	n/a	43850	RTO
85.7597656250	n/a	43909	TRIG
86.0566406250	n/a	44061	RHS
86.3359375000	n/a	44204	LTO
86.7773437500	n/a	44430	LHS
87.0683593750	n/a	44579	RTO
87.5156250000	n/a	44808	RHS
87.7597656250	n/a	44933	TRIG
87.7949218750	n/a	44951	LTO
88.2558593750	n/a	45187	LHS
88.5351562500	n/a	45330	RTO
88.9804687500	n/a	45558	RHS
89.2578125000	n/a	45700	LTO
89.7226562500	n/a	45938	LHS
89.7597656250	n/a	45957	TRIG
90.0019531250	n/a	46081	RTO
90.4550781250	n/a	46313	RHS
90.7382812500	n/a	46458	LTO
91.1699218750	n/a	46679	LHS
91.4414062500	n/a	46818	RTO
91.7597656250	n/a	46981	TRIG
91.9335937500	n/a	47070	RHS
92.2207031250	n/a	47217	LTO
92.6777343750	n/a	47451	LHS
92.9531250000	n/a	47592	RTO
93.3808593750	n/a	47811	RHS
93.6660156250	n/a	47957	LTO
93.7597656250	n/a	48005	TRIG
94.1152343750	n/a	48187	LHS
94.3906250000	n/a	48328	RTO
94.8144531250	n/a	48545	RHS
95.1093750000	n/a	48696	LTO
95.5332031250	n/a	48913	LHS
95.7597656250	n/a	49029	TRIG
95.7929687500	n/a	49046	RTO
96.2187500000	n/a	49264	RHS
96.5117187500	n/a	49414	LTO
96.9863281250	n/a	49657	LHS
97.2656250000	n/a	49800	RTO
97.6992187500	n/a	50022	RHS
97.7597656250	n/a	50053	TRIG
97.9804687500	n/a	50166	LTO
98.4238281250	n/a	50393	LHS
98.7070312500	n/a	50538	RTO
99.1210937500	n/a	50750	RHS
99.4003906250	n/a	50893	LTO
99.7597656250	n/a	51077	TRIG
99.9453125000	n/a	51172	LHS
100.2324218750	n/a	51319	RTO
100.6699218750	n/a	51543	RHS
100.9550781250	n/a	51689	LTO
101.3828125000	n/a	51908	LHS
101.6562500000	n/a	52048	RTO
101.7597656250	n/a	52101	TRIG
102.1132812500	n/a	52282	RHS
102.4160156250	n/a	52437	LTO
102.8164062500	n/a	52642	LHS
103.0683593750	n/a	52771	RTO
103.5371093750	n/a	53011	RHS
103.7597656250	n/a	53125	TRIG
103.8457031250	n/a	53169	LTO
104.3164062500	n/a	53410	LHS
104.6093750000	n/a	53560	RTO
105.0527343750	n/a	53787	RHS
105.3261718750	n/a	53927	LTO
105.7597656250	n/a	54149	TRIG
105.7792968750	n/a	54159	LHS
106.0527343750	n/a	54299	RTO
106.5253906250	n/a	54541	RHS
106.8222656250	n/a	54693	LTO
107.2421875000	n/a	54908	LHS
107.5195312500	n/a	55050	RTO
107.7597656250	n/a	55173	TRIG
108.0058593750	n/a	55299	RHS
108.2871093750	n/a	55443	LTO
108.8105468750	n/a	55711	LHS
109.0781250000	n/a	55848	RTO
109.5332031250	n/a	56081	RHS
109.7597656250	n/a	56197	TRIG
109.8222656250	n/a	56229	LTO
110.3066406250	n/a	56477	LHS
110.5917968750	n/a	56623	RTO
111.0214843750	n/a	56843	RHS
111.3222656250	n/a	56997	LTO
111.7578125000	n/a	57220	TRIG
111.7714843750	n/a	57227	LHS
112.0644531250	n/a	57377	RTO
112.5507812500	n/a	57626	RHS
112.8242187500	n/a	57766	LTO
113.3183593750	n/a	58019	LHS
113.5957031250	n/a	58161	RTO
113.7578125000	n/a	58244	TRIG
114.0253906250	n/a	58381	RHS
114.3085937500	n/a	58526	LTO
114.8105468750	n/a	58783	LHS
115.1054687500	n/a	58934	RTO
115.5195312500	n/a	59146	RHS
115.7578125000	n/a	59268	TRIG
115.8222656250	n/a	59301	LTO
116.2988281250	n/a	59545	LHS
116.5566406250	n/a	59677	RTO
117.0507812500	n/a	59930	RHS
117.3398437500	n/a	60078	LTO
117.7578125000	n/a	60292	TRIG
117.8281250000	n/a	60328	LHS
118.0722656250	n/a	60453	RTO
118.5859375000	n/a	60716	RHS
118.8515625000	n/a	60852	LTO
119.2832031250	n/a	61073	LHS
119.5585937500	n/a	61214	RTO
119.7578125000	n/a	61316	TRIG
120.0078125000	n/a	61444	RHS
120.3242187500	n/a	61606	LTO
120.8261718750	n/a	61863	LHS
121.1250000000	n/a	62016	RTO
121.5527343750	n/a	62235	RHS
121.7578125000	n/a	62340	TRIG
121.8203125000	n/a	62372	LTO
122.3652343750	n/a	62651	LHS
122.6230468750	n/a	62783	RTO
123.0039062500	n/a	62978	RHS
123.2734375000	n/a	63116	LTO
123.7578125000	n/a	63364	TRIG
123.7578125000	n/a	63364	LHS
124.0351562500	n/a	63506	RTO
124.4648437500	n/a	63726	RHS
124.7402343750	n/a	63867	LTO
125.2558593750	n/a	64131	LHS
125.5097656250	n/a	64261	RTO
125.7578125000	n/a	64388	TRIG
125.9980468750	n/a	64511	RHS
126.3144531250	n/a	64673	LTO
126.7285156250	n/a	64885	LHS
126.9843750000	n/a	65016	RTO
127.5214843750	n/a	65291	RHS
127.7578125000	n/a	65412	TRIG
127.7910156250	n/a	65429	LTO
128.2871093750	n/a	65683	LHS
128.5390625000	n/a	65812	RTO
128.9472656250	n/a	66021	RHS
129.2285156250	n/a	66165	LTO
129.7304687500	n/a	66422	LHS
129.7578125000	n/a	66436	TRIG
130.0019531250	n/a	66561	RTO
130.4453125000	n/a	66788	RHS
130.7128906250	n/a	66925	LTO
131.2187500000	n/a	67184	LHS
131.4882812500	n/a	67322	RTO
131.7578125000	n/a	67460	TRIG
131.9003906250	n/a	67533	RHS
132.1816406250	n/a	67677	LTO
