onset	duration	sample	value
0.4843750000	0.0000000000	248	9633791
7.1308593750	0.0000000000	3651	RHS
7.4160156250	0.0000000000	3797	LTO
7.6699218750	0.0000000000	3927	TRIG
7.6699218750	0.0000000000	3927	B1
7.8496093750	0.0000000000	4019	LHS
8.1074218750	0.0000000000	4151	RTO
8.5332031250	0.0000000000	4369	RHS
8.8066406250	0.0000000000	4509	LTO
9.1855468750	0.0000000000	4703	LHS
9.4375000000	0.0000000000	4832	RTO
9.6699218750	0.0000000000	4951	TRIG
9.8183593750	0.0000000000	5027	RHS
10.0859375000	0.0000000000	5164	LTO
10.4921875000	0.0000000000	5372	LHS
10.7460937500	0.0000000000	5502	RTO
11.1289062500	0.0000000000	5698	RHS
11.4160156250	0.0000000000	5845	LTO
11.6699218750	0.0000000000	5975	TRIG
11.8183593750	0.0000000000	6051	LHS
12.0585937500	0.0000000000	6174	RTO
12.4511718750	0.0000000000	6375	RHS
12.7128906250	0.0000000000	6509	LTO
13.1855468750	0.0000000000	6751	LHS
13.4296875000	0.0000000000	6876	RTO
13.6699218750	0.0000000000	6999	TRIG
13.8144531250	0.0000000000	7073	RHS
14.0664062500	0.0000000000	7202	LTO
14.4941406250	0.0000000000	7421	LHS
14.7402343750	0.0000000000	7547	RTO
15.1718750000	0.0000000000	7768	RHS
15.4375000000	0.0000000000	7904	LTO
15.6699218750	0.0000000000	8023	TRIG
15.8144531250	0.0000000000	8097	LHS
16.0566406250	0.0000000000	8221	RTO
16.4042968750	0.0000000000	8399	RHS
16.6601562500	0.0000000000	8530	LTO
17.0742187500	0.0000000000	8742	LHS
17.3281250000	0.0000000000	8872	RTO
17.6699218750	0.0000000000	9047	TRIG
17.7070312500	0.0000000000	9066	RHS
17.9765625000	0.0000000000	9204	LTO
18.3398437500	0.0000000000	9390	LHS
18.5722656250	0.0000000000	9509	RTO
18.9453125000	0.0000000000	9700	RHS
19.2324218750	0.0000000000	9847	LTO
19.6054687500	0.0000000000	10038	LHS
19.6699218750	0.0000000000	10071	TRIG
19.8281250000	0.0000000000	10152	RTO
20.2832031250	0.0000000000	10385	RHS
20.5742187500	0.0000000000	10534	LTO
21.0058593750	0.0000000000	10755	LHS
21.2421875000	0.0000000000	10876	RTO
21.6699218750	0.0000000000	11095	TRIG
21.6894531250	0.0000000000	11105	RHS
21.9589843750	0.0000000000	11243	LTO
22.3671875000	0.0000000000	11452	LHS
22.6230468750	0.0000000000	11583	RTO
23.0253906250	0.0000000000	11789	RHS
23.3261718750	0.0000000000	11943	LTO
23.6699218750	0.0000000000	12119	TRIG
23.7851562500	0.0000000000	12178	LHS
24.0664062500	0.0000000000	12322	RTO
24.4394531250	0.0000000000	12513	RHS
24.7187500000	0.0000000000	12656	LTO
25.2011718750	0.0000000000	12903	LHS
25.4648437500	0.0000000000	13038	RTO
25.6699218750	0.0000000000	13143	TRIG
25.8769531250	0.0000000000	13249	RHS
26.1386718750	0.0000000000	13383	LTO
26.5898437500	0.0000000000	13614	LHS
26.8300781250	0.0000000000	13737	RTO
27.2539062500	0.0000000000	13954	RHS
27.5156250000	0.0000000000	14088	LTO
27.6699218750	0.0000000000	14167	TRIG
27.9238281250	0.0000000000	14297	LHS
28.1894531250	0.0000000000	14433	RTO
28.5742187500	0.0000000000	14630	RHS
28.8476562500	0.0000000000	14770	LTO
29.2539062500	0.0000000000	14978	LHS
29.5019531250	0.0000000000	15105	RTO
29.6699218750	0.0000000000	15191	TRIG
29.9687500000	0.0000000000	15344	RHS
30.2578125000	0.0000000000	15492	LTO
30.6718750000	0.0000000000	15704	LHS
30.9257812500	0.0000000000	15834	RTO
31.3632812500	0.0000000000	16058	RHS
31.6582031250	0.0000000000	16209	LTO
31.6699218750	0.0000000000	16215	TRIG
32.1210937500	0.0000000000	16446	LHS
32.4003906250	0.0000000000	16589	RTO
32.8164062500	0.0000000000	16802	RHS
33.0917968750	0.0000000000	16943	LTO
33.5683593750	0.0000000000	17187	LHS
33.6699218750	0.0000000000	17239	TRIG
33.8417968750	0.0000000000	17327	RTO
34.2402343750	0.0000000000	17531	RHS
34.5175781250	0.0000000000	17673	LTO
34.9277343750	0.0000000000	17883	LHS
35.1875000000	0.0000000000	18016	RTO
35.5957031250	0.0000000000	18225	RHS
35.6699218750	0.0000000000	18263	TRIG
35.8750000000	0.0000000000	18368	LTO
36.3007812500	0.0000000000	18586	LHS
36.5566406250	0.0000000000	18717	RTO
36.9667968750	0.0000000000	18927	RHS
37.2460937500	0.0000000000	19070	LTO
37.6406250000	0.0000000000	19272	LHS
37.6699218750	0.0000000000	19287	TRIG
37.9101562500	0.0000000000	19410	RTO
38.3046875000	0.0000000000	19612	RHS
38.6035156250	0.0000000000	19765	LTO
38.9707031250	0.0000000000	19953	LHS
39.2363281250	0.0000000000	20089	RTO
39.6289062500	0.0000000000	20290	RHS
39.6699218750	0.0000000000	20311	TRIG
39.9140625000	0.0000000000	20436	LTO
40.3359375000	0.0000000000	20652	LHS
40.6035156250	0.0000000000	20789	RTO
41.0214843750	0.0000000000	21003	RHS
41.3144531250	0.0000000000	21153	LTO
41.6699218750	0.0000000000	21335	TRIG
41.6757812500	0.0000000000	21338	LHS
41.9355468750	0.0000000000	21471	RTO
42.3105468750	0.0000000000	21663	RHS
42.6132812500	0.0000000000	21818	LTO
43.0117187500	0.0000000000	22022	LHS
43.2656250000	0.0000000000	22152	RTO
43.6699218750	0.0000000000	22359	TRIG
43.7363281250	0.0000000000	22393	RHS
44.0429687500	0.0000000000	22550	LTO
44.4882812500	0.0000000000	22778	LHS
44.7363281250	0.0000000000	22905	RTO
45.1972656250	0.0000000000	23141	RHS
45.4902343750	0.0000000000	23291	LTO
45.6699218750	0.0000000000	23383	TRIG
45.9082031250	0.0000000000	23505	LHS
46.1660156250	0.0000000000	23637	RTO
46.6210937500	0.0000000000	23870	RHS
46.9042968750	0.0000000000	24015	LTO
47.3378906250	0.0000000000	24237	LHS
47.5917968750	0.0000000000	24367	RTO
47.6699218750	0.0000000000	24407	TRIG
48.0156250000	0.0000000000	24584	RHS
48.2812500000	0.0000000000	24720	LTO
48.7304687500	0.0000000000	24950	LHS
48.9902343750	0.0000000000	25083	RTO
49.4199218750	0.0000000000	25303	RHS
49.6699218750	0.0000000000	25431	TRIG
49.6953125000	0.0000000000	25444	LTO
50.1562500000	0.0000000000	25680	LHS
50.4257812500	0.0000000000	25818	RTO
50.8554687500	0.0000000000	26038	RHS
51.1230468750	0.0000000000	26175	LTO
51.5527343750	0.0000000000	26395	LHS
51.6699218750	0.0000000000	26455	TRIG
51.8046875000	0.0000000000	26524	RTO
52.2617187500	0.0000000000	26758	RHS
52.5371093750	0.0000000000	26899	LTO
52.9843750000	0.0000000000	27128	LHS
53.2226562500	0.0000000000	27250	RTO
53.6601562500	0.0000000000	27474	RHS
53.6699218750	0.0000000000	27479	TRIG
53.9394531250	0.0000000000	27617	LTO
54.3671875000	0.0000000000	27836	LHS
54.6210937500	0.0000000000	27966	RTO
55.0175781250	0.0000000000	28169	RHS
55.2851562500	0.0000000000	28306	LTO
55.6699218750	0.0000000000	28503	TRIG
55.6953125000	0.0000000000	28516	LHS
55.9472656250	0.0000000000	28645	RTO
56.3437500000	0.0000000000	28848	RHS
56.5976562500	0.0000000000	28978	LTO
57.0175781250	0.0000000000	29193	LHS
57.2773437500	0.0000000000	29326	RTO
57.6699218750	0.0000000000	29527	TRIG
57.6816406250	0.0000000000	29533	RHS
57.9375000000	0.0000000000	29664	LTO
58.3437500000	0.0000000000	29872	LHS
58.5937500000	0.0000000000	30000	RTO
58.9746093750	0.0000000000	30195	RHS
59.2519531250	0.0000000000	30337	LTO
59.6289062500	0.0000000000	30530	LHS
59.6699218750	0.0000000000	30551	TRIG
59.8984375000	0.0000000000	30668	RTO
60.2695312500	0.0000000000	30858	RHS
60.5351562500	0.0000000000	30994	LTO
60.9472656250	0.0000000000	31205	LHS
61.2246093750	0.0000000000	31347	RTO
61.6191406250	0.0000000000	31549	RHS
