onset	duration	sample	value
0.7031250000	n/a	360	9633791
9.6718750000	n/a	4952	LHS
9.9082031250	n/a	5073	RTO
10.3144531250	n/a	5281	RHS
10.5351562500	n/a	5394	LTO
11.0058593750	n/a	5635	LHS
11.2441406250	n/a	5757	RTO
11.6718750000	n/a	5976	RHS
11.9023437500	n/a	6094	LTO
12.3457031250	n/a	6321	LHS
12.5917968750	n/a	6447	RTO
12.9941406250	n/a	6653	RHS
13.2324218750	n/a	6775	LTO
13.2500000000	n/a	6784	TRIG
13.6757812500	n/a	7002	LHS
13.9199218750	n/a	7127	RTO
14.3144531250	n/a	7329	RHS
14.5742187500	n/a	7462	LTO
14.9824218750	n/a	7671	LHS
15.2187500000	n/a	7792	RTO
15.2500000000	n/a	7808	TRIG
15.6152343750	n/a	7995	RHS
15.8476562500	n/a	8114	LTO
16.3105468750	n/a	8351	LHS
16.5546875000	n/a	8476	RTO
16.9687500000	n/a	8688	RHS
17.1894531250	n/a	8801	LTO
17.2500000000	n/a	8832	TRIG
17.6835937500	n/a	9054	LHS
17.9277343750	n/a	9179	RTO
18.3496093750	n/a	9395	RHS
18.5722656250	n/a	9509	LTO
19.0527343750	n/a	9755	LHS
19.2500000000	n/a	9856	TRIG
19.2773437500	n/a	9870	RTO
19.7050781250	n/a	10089	RHS
19.9375000000	n/a	10208	LTO
20.3789062500	n/a	10434	LHS
20.6250000000	n/a	10560	RTO
21.0332031250	n/a	10769	RHS
21.2500000000	n/a	10880	TRIG
21.2597656250	n/a	10885	LTO
21.7324218750	n/a	11127	LHS
21.9492187500	n/a	11238	RTO
22.3593750000	n/a	11448	RHS
22.5839843750	n/a	11563	LTO
22.9941406250	n/a	11773	LHS
23.2324218750	n/a	11895	RTO
23.2500000000	n/a	11904	TRIG
23.6035156250	n/a	12085	RHS
23.8457031250	n/a	12209	LTO
24.2617187500	n/a	12422	LHS
24.5058593750	n/a	12547	RTO
24.9062500000	n/a	12752	RHS
25.1191406250	n/a	12861	LTO
25.2500000000	n/a	12928	TRIG
25.5781250000	n/a	13096	LHS
25.8144531250	n/a	13217	RTO
26.2109375000	n/a	13420	RHS
26.4375000000	n/a	13536	LTO
26.8730468750	n/a	13759	LHS
27.0820312500	n/a	13866	RTO
27.2500000000	n/a	13952	TRIG
