name	x	y	z
1-A1	4.645812	-1.122417	86.936042
1-A2	-11.001988	-3.401817	85.786642
1-A3	-28.048988	-2.581117	83.912642
1-A4	-42.331088	-3.525317	81.322242
1-A5	-38.074488	42.358483	68.404942
1-A6	-49.106588	28.378383	70.153142
1-A7	-48.501488	50.408283	55.566842
1-A8	-63.027888	48.472583	41.863342
1-A9	-67.276288	51.601083	26.392342
1-A10	-70.565988	50.833683	9.643942
1-A11	-71.443588	49.671583	-6.469658
1-A12	-71.508388	45.291583	-22.845158
1-A13	-87.766088	22.804083	-17.330758
1-A14	-87.986588	24.606983	-3.025158
1-A15	-84.804888	28.182883	13.750342
1-A16	-80.738688	28.093483	29.033142
1-A17	-73.136488	29.781583	43.676542
1-A18	-60.142788	34.222383	57.579042
1-A19	-51.803988	-1.499717	72.296742
1-A20	-64.080088	-0.800217	60.262642
1-A21	-75.557088	0.362383	46.679242
1-A22	-83.541388	0.687283	31.481042
1-A23	-88.773188	-1.519117	15.452242
1-A24	-91.715088	-3.636417	0.078542
1-A25	-91.587288	-3.667017	-16.064258
1-A26	-88.208688	-23.908217	-16.130858
1-A27	-88.169888	-25.739617	0.809242
1-A28	-83.980688	-27.945117	17.629342
1-A29	-78.291988	-28.307817	33.188842
1-A30	-71.802688	-25.473817	46.444642
1-A31	-59.366288	-28.467717	60.488042
1-A32	-48.865988	-20.681017	71.694842
1-B1	-0.821088	-18.820217	83.926142
1-B2	-14.630388	-24.810417	84.104042
1-B3	-39.883088	-37.595117	70.494742
1-B4	-46.464388	-48.254117	58.012742
1-B5	-60.412688	-47.460617	46.241042
1-B6	-65.864288	-49.842817	32.327542
1-B7	-68.070388	-52.734317	14.149742
1-B8	-70.233388	-52.814417	-3.679958
1-B9	-72.022488	-47.893917	-19.090358
1-B10	-51.918388	-65.165217	-5.329858
1-B11	-48.764388	-66.624217	11.187042
1-B12	-46.418288	-65.019517	28.697742
1-B13	-42.787688	-61.661017	42.783042
1-B14	-25.308988	-74.382417	7.722942
1-B15	-23.391288	-73.836117	23.249042
1-B16	-20.824688	-70.534517	38.609042
1-B17	-24.253588	-62.348417	52.820442
1-B18	-19.850388	-53.118317	64.933842
1-B19	-20.114388	-39.758917	75.979442
1-B20	3.029312	-31.905917	79.285742
1-B21	0.836812	-42.424417	73.157242
1-B22	0.795112	-55.746617	62.446542
1-B23	3.068712	-65.955317	49.555842
1-B24	2.858612	-72.080617	36.713242
1-B25	0.994812	-76.116317	20.714042
1-B26	1.191712	-77.285617	5.538242
1-B27	25.585612	-74.109317	4.546542
1-B28	23.951412	-73.300317	18.816042
1-B29	25.587212	-67.601417	35.156942
1-B30	28.992812	-59.277217	48.521842
1-B31	24.937112	-50.248517	60.901542
1-B32	19.837012	-42.281417	68.532242
1-C1	15.862012	-8.300617	83.580142
1-C2	22.588412	-20.658917	78.184042
1-C3	44.733912	-41.486817	58.981642
1-C4	51.898112	-46.004917	49.970242
1-C5	47.423812	-58.292617	35.853242
1-C6	51.676312	-62.359017	22.132442
1-C7	52.412312	-65.233917	7.052742
1-C8	73.157112	-51.519817	9.796742
