onset	duration	sample	value
0.6093750000	n/a	312	9633791
1.0234375000	n/a	524	LHS
1.2832031250	n/a	657	RTO
1.8125000000	n/a	928	RHS
2.0605468750	n/a	1055	LTO
2.5605468750	n/a	1311	LHS
2.8085937500	n/a	1438	RTO
3.3046875000	n/a	1692	RHS
3.5742187500	n/a	1830	LTO
4.0664062500	n/a	2082	LHS
4.3027343750	n/a	2203	RTO
4.8242187500	n/a	2470	RHS
5.1054687500	n/a	2614	LTO
5.6621093750	n/a	2899	LHS
5.9023437500	n/a	3022	RTO
6.3847656250	n/a	3269	RHS
6.6816406250	n/a	3421	LTO
7.2011718750	n/a	3687	LHS
7.4570312500	n/a	3818	RTO
7.8613281250	n/a	4025	TRIG
7.9765625000	n/a	4084	RHS
8.2460937500	n/a	4222	LTO
8.7304687500	n/a	4470	LHS
9.0019531250	n/a	4609	RTO
9.4785156250	n/a	4853	RHS
9.7500000000	n/a	4992	LTO
9.8613281250	n/a	5049	TRIG
10.2402343750	n/a	5243	LHS
10.4941406250	n/a	5373	RTO
11.0039062500	n/a	5634	RHS
11.2558593750	n/a	5763	LTO
11.7324218750	n/a	6007	LHS
11.8613281250	n/a	6073	TRIG
11.9785156250	n/a	6133	RTO
12.4531250000	n/a	6376	RHS
12.7285156250	n/a	6517	LTO
13.2656250000	n/a	6792	LHS
13.4843750000	n/a	6904	RTO
13.8613281250	n/a	7097	TRIG
14.0058593750	n/a	7171	RHS
14.2910156250	n/a	7317	LTO
14.7988281250	n/a	7577	LHS
15.0332031250	n/a	7697	RTO
15.5136718750	n/a	7943	RHS
15.7929687500	n/a	8086	LTO
15.8613281250	n/a	8121	TRIG
16.3203125000	n/a	8356	LHS
16.5566406250	n/a	8477	RTO
17.1054687500	n/a	8758	RHS
17.3652343750	n/a	8891	LTO
17.8613281250	n/a	9145	TRIG
17.8710937500	n/a	9150	LHS
18.0761718750	n/a	9255	RTO
18.6250000000	n/a	9536	RHS
18.8925781250	n/a	9673	LTO
19.3886718750	n/a	9927	LHS
19.6328125000	n/a	10052	RTO
19.8613281250	n/a	10169	TRIG
20.1308593750	n/a	10307	RHS
20.4082031250	n/a	10449	LTO
20.9687500000	n/a	10736	LHS
21.1933593750	n/a	10851	RTO
21.6855468750	n/a	11103	RHS
21.8613281250	n/a	11193	TRIG
21.9570312500	n/a	11242	LTO
22.4609375000	n/a	11500	LHS
22.6953125000	n/a	11620	RTO
23.2050781250	n/a	11881	RHS
23.5136718750	n/a	12039	LTO
23.8613281250	n/a	12217	TRIG
23.9843750000	n/a	12280	LHS
24.2207031250	n/a	12401	RTO
24.7089843750	n/a	12651	RHS
24.9687500000	n/a	12784	LTO
25.5449218750	n/a	13079	LHS
25.8066406250	n/a	13213	RTO
25.8613281250	n/a	13241	TRIG
