onset	duration	sample	value
0.1718750000	n/a	88	9633791
2.9277343750	n/a	1499	LHS
3.1699218750	n/a	1623	RTO
3.6660156250	n/a	1877	RHS
3.9082031250	n/a	2001	LTO
4.1484375000	n/a	2124	TRIG
4.3847656250	n/a	2245	LHS
4.6308593750	n/a	2371	RTO
5.0781250000	n/a	2600	RHS
5.3085937500	n/a	2718	LTO
5.7460937500	n/a	2942	LHS
5.9628906250	n/a	3053	RTO
6.1484375000	n/a	3148	TRIG
6.4238281250	n/a	3289	RHS
6.6503906250	n/a	3405	LTO
7.1679687500	n/a	3670	LHS
7.4082031250	n/a	3793	RTO
7.8671875000	n/a	4028	RHS
8.1406250000	n/a	4168	LTO
8.1484375000	n/a	4172	TRIG
8.5644531250	n/a	4385	LHS
8.8417968750	n/a	4527	RTO
9.2773437500	n/a	4750	RHS
9.5273437500	n/a	4878	LTO
9.9394531250	n/a	5089	LHS
10.1484375000	n/a	5196	TRIG
10.1582031250	n/a	5201	RTO
10.5839843750	n/a	5419	RHS
10.8300781250	n/a	5545	LTO
11.3183593750	n/a	5795	LHS
11.5546875000	n/a	5916	RTO
11.9941406250	n/a	6141	RHS
12.1484375000	n/a	6220	TRIG
12.2128906250	n/a	6253	LTO
12.6855468750	n/a	6495	LHS
12.9160156250	n/a	6613	RTO
13.3867187500	n/a	6854	RHS
13.6757812500	n/a	7002	LTO
14.0839843750	n/a	7211	LHS
14.1484375000	n/a	7244	TRIG
14.2890625000	n/a	7316	RTO
14.8203125000	n/a	7588	RHS
15.1347656250	n/a	7749	LTO
15.5957031250	n/a	7985	LHS
15.8203125000	n/a	8100	RTO
16.1484375000	n/a	8268	TRIG
16.3339843750	n/a	8363	RHS
16.5781250000	n/a	8488	LTO
16.9960937500	n/a	8702	LHS
17.3261718750	n/a	8871	RTO
17.8769531250	n/a	9153	RHS
18.1484375000	n/a	9292	TRIG
18.1679687500	n/a	9302	LTO
18.6230468750	n/a	9535	LHS
18.8398437500	n/a	9646	RTO
19.3789062500	n/a	9922	RHS
19.6386718750	n/a	10055	LTO
20.1171875000	n/a	10300	LHS
20.1484375000	n/a	10316	TRIG
20.3593750000	n/a	10424	RTO
20.8398437500	n/a	10670	RHS
21.0781250000	n/a	10792	LTO
21.5625000000	n/a	11040	LHS
21.7968750000	n/a	11160	RTO
22.1484375000	n/a	11340	TRIG
22.2832031250	n/a	11409	RHS
22.5527343750	n/a	11547	LTO
23.0566406250	n/a	11805	LHS
23.3046875000	n/a	11932	RTO
23.7910156250	n/a	12181	RHS
24.0175781250	n/a	12297	LTO
24.1484375000	n/a	12364	TRIG
24.4726562500	n/a	12530	LHS
24.7207031250	n/a	12657	RTO
25.2324218750	n/a	12919	RHS
25.5312500000	n/a	13072	LTO
25.9824218750	n/a	13303	LHS
26.1484375000	n/a	13388	TRIG
26.2421875000	n/a	13436	RTO
26.7773437500	n/a	13710	RHS
27.0410156250	n/a	13845	LTO
27.5410156250	n/a	14101	LHS
27.7832031250	n/a	14225	RTO
28.1484375000	n/a	14412	TRIG
28.2753906250	n/a	14477	RHS
28.5644531250	n/a	14625	LTO
29.0136718750	n/a	14855	LHS
29.2636718750	n/a	14983	RTO
29.7402343750	n/a	15227	RHS
29.9765625000	n/a	15348	LTO
30.1484375000	n/a	15436	TRIG
30.4609375000	n/a	15596	LHS
30.7226562500	n/a	15730	RTO
31.1953125000	n/a	15972	RHS
31.4277343750	n/a	16091	LTO
31.9160156250	n/a	16341	LHS
32.1484375000	n/a	16460	TRIG
32.1542968750	n/a	16463	RTO
32.6679687500	n/a	16726	RHS
32.9355468750	n/a	16863	LTO
33.4570312500	n/a	17130	LHS
33.7050781250	n/a	17257	RTO
34.1484375000	n/a	17484	TRIG
34.2011718750	n/a	17511	RHS
34.4804687500	n/a	17654	LTO
34.8867187500	n/a	17862	LHS
