name	x	y	z
1-A1	-2.278535	-1.265647	89.602546
1-A2	-17.374935	-0.075047	89.157446
1-A3	-33.908635	-0.605947	86.445546
1-A4	-48.301635	0.017753	80.028346
1-A5	-58.216435	27.270553	69.394746
1-A6	-40.383035	50.216653	67.455746
1-A7	-50.875035	54.453753	57.011146
1-A8	-64.685235	52.598253	44.358846
1-A9	-69.275835	56.454153	25.992546
1-A10	-71.507335	56.354953	9.715746
1-A11	-70.936335	56.118253	-9.375754
1-A12	-71.033535	53.311653	-26.747654
1-A13	-87.710435	29.755953	-22.575454
1-A14	-88.828035	31.046453	-6.100554
1-A15	-87.241135	31.530653	11.055746
1-A16	-84.328635	31.250553	27.182946
1-A17	-77.850135	30.167353	44.209146
1-A18	-68.788335	32.324553	56.503346
1-A19	-62.285735	0.584353	69.111446
1-A20	-72.990335	2.286053	56.115846
1-A21	-81.393835	1.809253	42.460846
1-A22	-86.759035	1.384053	27.488446
1-A23	-90.746035	2.102453	9.820846
1-A24	-92.424735	1.534253	-6.694954
1-A25	-91.263735	2.452553	-20.308554
1-A26	-86.758335	-26.700147	-24.318054
1-A27	-87.850435	-26.602447	-6.671754
1-A28	-86.250835	-26.858347	9.831546
1-A29	-82.178135	-25.607747	27.675446
1-A30	-76.461035	-25.424747	44.652246
1-A31	-66.977535	-27.466247	57.416346
1-A32	-58.473635	-24.583047	67.791346
1-B1	-6.950535	-17.418447	88.153646
1-B2	-23.357435	-23.795747	85.362646
1-B3	-42.593235	-46.611647	66.095346
1-B4	-50.093535	-52.007747	54.788846
1-B5	-65.729835	-47.760947	41.808346
1-B6	-70.661435	-48.039947	25.736246
1-B7	-70.846535	-51.762547	8.307046
1-B8	-71.310135	-50.934947	-8.706454
1-B9	-71.720835	-48.907747	-26.672254
1-B10	-52.824835	-66.374947	-11.056754
1-B11	-51.760935	-66.381447	5.290846
1-B12	-49.490635	-65.428547	23.398146
1-B13	-48.961935	-62.149347	37.214646
1-B14	-27.072735	-78.097947	4.669846
1-B15	-24.947435	-77.095247	20.540746
1-B16	-25.288235	-73.841647	38.079746
1-B17	-28.026035	-65.770047	52.884246
1-B18	-24.230735	-56.677247	65.963646
1-B19	-26.380435	-37.826147	79.153646
1-B20	-4.153435	-31.712347	83.886646
1-B21	-2.321935	-50.603247	73.618846
1-B22	-1.957135	-62.089747	63.804946
1-B23	-0.010435	-71.418547	51.233746
1-B24	-2.196535	-77.949647	36.890346
1-B25	-1.568635	-82.247247	20.375846
1-B26	-1.578735	-83.920347	5.516946
1-B27	25.890365	-81.326247	5.639546
1-B28	26.372365	-79.989047	22.106246
1-B29	24.254865	-75.315047	37.333946
1-B30	26.532565	-65.970547	50.575846
1-B31	21.122065	-55.277547	63.348646
1-B32	22.019065	-38.790747	76.942346
1-C1	12.206065	-10.496247	86.771346
1-C2	21.474365	-25.934347	81.615146
1-C3	42.500565	-46.874347	62.288946
1-C4	50.716065	-53.397247	53.272246
1-C5	46.924965	-66.792647	38.514746
1-C6	50.465665	-71.796947	23.280946
1-C7	52.064565	-73.034147	6.377746
1-C8	73.709565	-57.276247	9.451946
1-C9	71.614465	-55.289047	27.192246
1-C10	66.834265	-53.321147	40.213546
1-C11	39.137065	-26.391147	74.475246
1-C12	58.221765	-28.304247	63.390346
1-C13	69.233665	-31.776847	53.939346
1-C14	81.326265	-29.873347	43.794746
1-C15	87.633765	-31.439647	30.506346
1-C16	91.499265	-31.314147	16.325846
1-C17	95.551965	-2.177347	17.501146
1-C18	92.578165	-2.787947	30.403046
1-C19	85.212765	-3.728247	43.750346
1-C20	74.419165	-2.513647	55.781046
1-C21	61.184565	-3.560447	67.167046
1-C22	47.454965	-2.669747	77.447346
1-C23	31.058965	-2.797947	83.327646
1-C24	40.517065	22.880653	75.212846
1-C25	56.763765	24.755053	65.656446
1-C26	67.813065	27.047653	54.646946
1-C27	79.466465	26.145753	42.246546
1-C28	86.788165	25.734253	28.284546
1-C29	92.169965	24.489953	14.060746
1-C30	75.316865	51.898053	8.356846
1-C31	72.669765	48.421553	24.866746
1-C32	68.597265	44.295453	39.289946
1-D1	11.392865	7.087953	86.888846
1-D2	21.053665	20.636053	81.792146
1-D3	42.709765	43.185353	63.775846
1-D4	51.189965	47.807753	52.751446
1-D5	45.994565	60.131353	39.203346
1-D6	49.917465	65.439853	22.980446
1-D7	53.441765	67.679853	6.125546
1-D8	27.788465	77.926353	4.890946
1-D9	25.817965	76.151953	21.394946
1-D10	23.323565	70.769253	37.413446
1-D11	24.312765	63.078553	50.761846
1-D12	23.061065	51.997753	65.661746
1-D13	20.365665	35.799553	77.608646
1-D14	-3.568535	31.356653	83.423846
1-D15	-8.676835	15.377853	88.161146
1-D16	-22.679635	23.295853	86.244546
1-D17	-22.712035	39.956853	79.702046
1-D18	1.029965	47.057453	74.446046
1-D19	-0.115335	59.562153	65.396746
1-D20	0.947865	69.812553	54.260246
1-D21	0.904865	77.786453	37.759446
1-D22	1.928865	82.077653	20.923146
1-D23	2.597665	83.956753	4.016046
