onset	duration	sample	value
0.7187500000	n/a	368	9633791
3.9296875000	n/a	2012	LHS
4.1503906250	n/a	2125	RTO
4.5488281250	n/a	2329	RHS
4.7773437500	n/a	2446	LTO
5.1953125000	n/a	2660	LHS
5.2402343750	n/a	2683	TRIG
5.4433593750	n/a	2787	RTO
5.8281250000	n/a	2984	RHS
6.0332031250	n/a	3089	LTO
6.4394531250	n/a	3297	LHS
6.6660156250	n/a	3413	RTO
7.0937500000	n/a	3632	RHS
7.2402343750	n/a	3707	TRIG
7.3242187500	n/a	3750	LTO
7.7324218750	n/a	3959	LHS
7.9785156250	n/a	4085	RTO
8.3691406250	n/a	4285	RHS
8.6230468750	n/a	4415	LTO
9.0234375000	n/a	4620	LHS
9.2402343750	n/a	4731	TRIG
9.2578125000	n/a	4740	RTO
9.6386718750	n/a	4935	RHS
9.8906250000	n/a	5064	LTO
10.2929687500	n/a	5270	LHS
10.5156250000	n/a	5384	RTO
10.9296875000	n/a	5596	RHS
11.1562500000	n/a	5712	LTO
11.2402343750	n/a	5755	TRIG
11.6093750000	n/a	5944	LHS
11.8496093750	n/a	6067	RTO
12.2617187500	n/a	6278	RHS
12.5117187500	n/a	6406	LTO
12.9335937500	n/a	6622	LHS
13.1523437500	n/a	6734	RTO
13.2402343750	n/a	6779	TRIG
13.5878906250	n/a	6957	RHS
13.8203125000	n/a	7076	LTO
14.2304687500	n/a	7286	LHS
14.4511718750	n/a	7399	RTO
14.9023437500	n/a	7630	RHS
15.1523437500	n/a	7758	LTO
15.2402343750	n/a	7803	TRIG
15.5625000000	n/a	7968	LHS
15.8144531250	n/a	8097	RTO
16.2207031250	n/a	8305	RHS
16.4589843750	n/a	8427	LTO
16.9062500000	n/a	8656	LHS
17.1406250000	n/a	8776	RTO
17.2402343750	n/a	8827	TRIG
17.5566406250	n/a	8989	RHS
17.8085937500	n/a	9118	LTO
18.2695312500	n/a	9354	LHS
18.4804687500	n/a	9462	RTO
18.9199218750	n/a	9687	RHS
19.1679687500	n/a	9814	LTO
19.2402343750	n/a	9851	TRIG
19.6054687500	n/a	10038	LHS
19.8046875000	n/a	10140	RTO
20.2656250000	n/a	10376	RHS
