onset	duration	sample	value
0.3906250000	0.0000000000	200	9633791
7.2714843750	0.0000000000	3723	LHS
7.9824218750	0.0000000000	4087	RHS
8.2597656250	0.0000000000	4229	LTO
8.6445312500	0.0000000000	4426	LHS
8.9023437500	0.0000000000	4558	RTO
9.3105468750	0.0000000000	4767	RHS
9.5761718750	0.0000000000	4903	LTO
9.9648437500	0.0000000000	5102	LHS
10.2363281250	0.0000000000	5241	RTO
10.6679687500	0.0000000000	5462	RHS
10.9589843750	0.0000000000	5611	LTO
11.3457031250	0.0000000000	5809	LHS
11.6132812500	0.0000000000	5946	RTO
11.9960937500	0.0000000000	6142	RHS
12.2890625000	0.0000000000	6292	LTO
12.6699218750	0.0000000000	6487	LHS
12.9492187500	0.0000000000	6630	RTO
13.3613281250	0.0000000000	6841	RHS
13.6289062500	0.0000000000	6978	LTO
13.6386718750	0.0000000000	6983	TRIG
13.6386718750	0.0000000000	6983	B1
14.0644531250	0.0000000000	7201	LHS
14.3261718750	0.0000000000	7335	RTO
14.7187500000	0.0000000000	7536	RHS
15.0117187500	0.0000000000	7686	LTO
15.4160156250	0.0000000000	7893	LHS
15.6386718750	0.0000000000	8007	TRIG
15.6718750000	0.0000000000	8024	RTO
16.1210937500	0.0000000000	8254	RHS
16.3886718750	0.0000000000	8391	LTO
16.8085937500	0.0000000000	8606	LHS
17.0742187500	0.0000000000	8742	RTO
17.5000000000	0.0000000000	8960	RHS
17.6386718750	0.0000000000	9031	TRIG
17.7734375000	0.0000000000	9100	LTO
18.1894531250	0.0000000000	9313	LHS
18.4414062500	0.0000000000	9442	RTO
18.8535156250	0.0000000000	9653	RHS
19.1464843750	0.0000000000	9803	LTO
19.5664062500	0.0000000000	10018	LHS
19.6386718750	0.0000000000	10055	TRIG
19.8027343750	0.0000000000	10139	RTO
20.2226562500	0.0000000000	10354	RHS
20.4902343750	0.0000000000	10491	LTO
20.9238281250	0.0000000000	10713	LHS
21.2011718750	0.0000000000	10855	RTO
21.5664062500	0.0000000000	11042	RHS
21.6386718750	0.0000000000	11079	TRIG
21.8535156250	0.0000000000	11189	LTO
22.2636718750	0.0000000000	11399	LHS
22.5078125000	0.0000000000	11524	RTO
22.8906250000	0.0000000000	11720	RHS
23.1542968750	0.0000000000	11855	LTO
23.6171875000	0.0000000000	12092	LHS
23.6386718750	0.0000000000	12103	TRIG
23.8867187500	0.0000000000	12230	RTO
24.2714843750	0.0000000000	12427	RHS
24.5039062500	0.0000000000	12546	LTO
24.9648437500	0.0000000000	12782	LHS
25.2421875000	0.0000000000	12924	RTO
25.6132812500	0.0000000000	13114	RHS
25.6386718750	0.0000000000	13127	TRIG
25.9257812500	0.0000000000	13274	LTO
26.3007812500	0.0000000000	13466	LHS
26.5664062500	0.0000000000	13602	RTO
26.9394531250	0.0000000000	13793	RHS
27.2187500000	0.0000000000	13936	LTO
27.6386718750	0.0000000000	14151	TRIG
27.6542968750	0.0000000000	14159	LHS
27.9316406250	0.0000000000	14301	RTO
28.3574218750	0.0000000000	14519	RHS
28.6230468750	0.0000000000	14655	LTO
29.0312500000	0.0000000000	14864	LHS
29.3066406250	0.0000000000	15005	RTO
29.6386718750	0.0000000000	15175	TRIG
29.7050781250	0.0000000000	15209	RHS
29.9628906250	0.0000000000	15341	LTO
30.3554687500	0.0000000000	15542	LHS
30.5878906250	0.0000000000	15661	RTO
31.0097656250	0.0000000000	15877	RHS
31.2792968750	0.0000000000	16015	LTO
31.6386718750	0.0000000000	16199	TRIG
31.6914062500	0.0000000000	16226	LHS
31.9355468750	0.0000000000	16351	RTO
32.3203125000	0.0000000000	16548	RHS
32.6054687500	0.0000000000	16694	LTO
32.9921875000	0.0000000000	16892	LHS
33.2675781250	0.0000000000	17033	RTO
33.6386718750	0.0000000000	17223	TRIG
33.6621093750	0.0000000000	17235	RHS
33.9277343750	0.0000000000	17371	LTO
34.3300781250	0.0000000000	17577	LHS
34.5937500000	0.0000000000	17712	RTO
34.9980468750	0.0000000000	17919	RHS
35.2734375000	0.0000000000	18060	LTO
35.6386718750	0.0000000000	18247	TRIG
35.6738281250	0.0000000000	18265	LHS
35.9628906250	0.0000000000	18413	RTO
36.3730468750	0.0000000000	18623	RHS
36.6425781250	0.0000000000	18761	LTO
37.0429687500	0.0000000000	18966	LHS
37.3300781250	0.0000000000	19113	RTO
37.6386718750	0.0000000000	19271	TRIG
37.7890625000	0.0000000000	19348	RHS
38.0605468750	0.0000000000	19487	LTO
38.5312500000	0.0000000000	19728	LHS
38.7910156250	0.0000000000	19861	RTO
39.2089843750	0.0000000000	20075	RHS
39.5097656250	0.0000000000	20229	LTO
39.6386718750	0.0000000000	20295	TRIG
39.9218750000	0.0000000000	20440	LHS
40.1718750000	0.0000000000	20568	RTO
40.6308593750	0.0000000000	20803	RHS
40.9218750000	0.0000000000	20952	LTO
41.3476562500	0.0000000000	21170	LHS
41.6210937500	0.0000000000	21310	RTO
41.6386718750	0.0000000000	21319	TRIG
42.0332031250	0.0000000000	21521	RHS
42.3320312500	0.0000000000	21674	LTO
42.7324218750	0.0000000000	21879	LHS
43.0039062500	0.0000000000	22018	RTO
43.4160156250	0.0000000000	22229	RHS
43.6386718750	0.0000000000	22343	TRIG
43.6875000000	0.0000000000	22368	LTO
44.0917968750	0.0000000000	22575	LHS
44.3984375000	0.0000000000	22732	RTO
44.7910156250	0.0000000000	22933	RHS
45.0781250000	0.0000000000	23080	LTO
45.4824218750	0.0000000000	23287	LHS
45.6386718750	0.0000000000	23367	TRIG
45.7656250000	0.0000000000	23432	RTO
46.1621093750	0.0000000000	23635	RHS
46.4667968750	0.0000000000	23791	LTO
46.8867187500	0.0000000000	24006	LHS
47.1699218750	0.0000000000	24151	RTO
47.5761718750	0.0000000000	24359	RHS
47.6386718750	0.0000000000	24391	TRIG
47.8593750000	0.0000000000	24504	LTO
48.3007812500	0.0000000000	24730	LHS
48.5957031250	0.0000000000	24881	RTO
49.0097656250	0.0000000000	25093	RHS
49.2890625000	0.0000000000	25236	LTO
49.6386718750	0.0000000000	25415	TRIG
49.7402343750	0.0000000000	25467	LHS
50.0234375000	0.0000000000	25612	RTO
50.4589843750	0.0000000000	25835	RHS
50.7421875000	0.0000000000	25980	LTO
51.2089843750	0.0000000000	26219	LHS
51.4941406250	0.0000000000	26365	RTO
51.6386718750	0.0000000000	26439	TRIG
51.9101562500	0.0000000000	26578	RHS
52.2031250000	0.0000000000	26728	LTO
52.6171875000	0.0000000000	26940	LHS
52.8828125000	0.0000000000	27076	RTO
53.2929687500	0.0000000000	27286	RHS
53.6074218750	0.0000000000	27447	LTO
