name	x	y	z
1-A1	23.678728	4.246750	78.930069
1-A2	9.289728	5.141250	82.225069
1-A3	-6.406972	6.533250	82.902869
1-A4	-21.761172	6.357150	81.443369
1-A5	-32.536472	30.669050	73.093669
1-A6	-20.326372	48.862550	66.144669
1-A7	-31.141572	52.410650	56.694569
1-A8	-48.800972	49.277750	48.539469
1-A9	-56.344772	52.265350	33.579769
1-A10	-64.485172	52.417550	18.542169
1-A11	-69.335372	53.019750	2.752369
1-A12	-73.839672	51.009150	-11.947431
1-A13	-86.152472	28.526750	-2.669231
1-A14	-83.033072	29.265850	12.294569
1-A15	-76.220472	31.713350	26.481269
1-A16	-68.020572	30.215150	41.719669
1-A17	-59.054472	30.110050	54.710669
1-A18	-43.668972	34.588450	64.164569
1-A19	-35.323472	6.281550	76.591569
1-A20	-50.127372	5.797950	67.532169
1-A21	-60.563772	4.182650	57.697369
1-A22	-71.398772	3.941650	43.802569
1-A23	-80.188372	2.546950	28.775669
1-A24	-85.788272	1.653650	14.741269
1-A25	-89.136572	2.676950	-1.248731
1-A26	-87.208272	-18.738350	-1.852031
1-A27	-83.243972	-20.564350	14.857769
1-A28	-75.659772	-23.783450	30.400369
1-A29	-67.742472	-24.775550	44.765869
1-A30	-59.406472	-22.654850	56.547069
1-A31	-45.235372	-24.049750	68.513069
1-A32	-31.370172	-17.710150	77.171969
1-B1	18.584928	-11.083950	79.794269
1-B3	-21.423172	-38.366350	72.816569
1-B4	-31.341572	-46.575750	62.780369
1-B5	-46.796172	-41.902350	55.065569
1-B6	-56.112572	-45.420050	40.704369
1-B7	-63.159772	-47.518550	24.985569
1-B8	-69.974872	-48.143050	9.304869
1-B9	-76.375872	-45.072850	-7.384931
1-B10	-54.106572	-62.327750	3.258069
1-B11	-46.237772	-62.655150	17.961369
1-B12	-39.646972	-60.577050	33.872669
1-B13	-32.427172	-57.357550	47.230369
1-B14	-25.617472	-72.011550	9.998269
1-B15	-19.732572	-70.215550	23.391069
1-B16	-13.608872	-66.244150	39.682269
1-B17	-10.705872	-59.558550	53.365469
1-B18	-3.635172	-50.033650	64.667269
1-B19	-0.996372	-38.576050	74.328569
1-B20	21.550828	-26.071550	75.389269
1-B21	19.829128	-40.072150	68.868269
1-B22	16.228228	-52.799150	58.357469
1-B23	13.865528	-62.849650	44.790069
1-B24	9.189228	-69.607650	31.060969
1-B25	1.517228	-73.568050	17.210669
1-B26	-1.948472	-75.660550	2.787469
1-B27	23.331428	-72.324750	-5.983131
1-B28	24.242728	-70.876950	10.128769
1-B29	30.394828	-65.651150	24.501969
1-B30	38.374228	-57.527350	37.768669
1-B31	39.512928	-48.078750	51.214169
1-B32	39.192728	-39.558050	61.626069
1-C1	34.870828	-3.959950	74.379169
1-C2	42.384828	-16.701250	68.211869
1-C3	58.907128	-39.706850	46.779569
1-C4	64.019428	-44.970450	34.989669
1-C5	52.342128	-58.129450	21.681869
1-C6	52.882128	-61.312950	6.298869
1-C7	48.162228	-63.700950	-9.238731
1-C8	72.101428	-50.895250	-10.983831
1-C9	74.471928	-48.430750	4.680769
1-C10	72.308428	-46.433550	20.004169
1-C11	56.913628	-19.087250	58.119069
1-C12	70.719628	-20.659950	46.668569
1-C13	81.475828	-24.223950	33.647869
1-C14	88.800428	-24.900650	19.197369
1-C18	97.082428	-2.573150	4.080169
1-C19	93.188628	-2.063150	17.406569
1-C20	86.170528	-2.082450	31.772169
1-C21	75.191028	-0.788550	45.995669
1-C22	63.208828	0.627250	57.634469
1-C23	50.752828	3.527650	66.186469
1-C24	56.947328	24.184550	57.907069
1-C25	71.028228	22.951850	45.207769
1-C26	80.271328	24.121150	31.524969
1-D1	36.500628	12.142750	73.511569
1-D2	44.964528	24.234650	67.039369
1-D3	59.001328	41.150550	44.506169
1-D4	61.810028	47.313850	30.588669
1-D5	54.219328	59.128950	16.074669
1-D6	52.698328	61.584550	2.403369
1-D7	49.283528	62.820050	-14.506131
1-D8	22.942728	72.007950	-12.671731
1-D9	28.580528	71.083150	4.591069
1-D10	33.477228	67.333450	17.844869
1-D11	38.770728	60.315850	32.629969
1-D12	37.969928	52.917150	47.564269
