onset	duration	sample	value
0.1875000000	n/a	96	9633791
5.7871093750	n/a	2963	LHS
6.0078125000	n/a	3076	RTO
6.5332031250	n/a	3345	RHS
6.7656250000	n/a	3464	LTO
7.0488281250	n/a	3609	TRIG
7.2597656250	n/a	3717	LHS
7.4882812500	n/a	3834	RTO
7.9628906250	n/a	4077	RHS
8.1796875000	n/a	4188	LTO
8.6914062500	n/a	4450	LHS
8.9296875000	n/a	4572	RTO
9.0488281250	n/a	4633	TRIG
9.4824218750	n/a	4855	RHS
9.7265625000	n/a	4980	LTO
10.2792968750	n/a	5263	LHS
10.5390625000	n/a	5396	RTO
11.0488281250	n/a	5657	TRIG
11.0605468750	n/a	5663	RHS
11.2949218750	n/a	5783	LTO
11.8046875000	n/a	6044	LHS
12.0214843750	n/a	6155	RTO
12.5332031250	n/a	6417	RHS
12.7773437500	n/a	6542	LTO
13.0488281250	n/a	6681	TRIG
13.3281250000	n/a	6824	LHS
13.5585937500	n/a	6942	RTO
14.0820312500	n/a	7210	RHS
14.3222656250	n/a	7333	LTO
14.8066406250	n/a	7581	LHS
15.0097656250	n/a	7685	RTO
15.0488281250	n/a	7705	TRIG
15.5332031250	n/a	7953	RHS
15.7871093750	n/a	8083	LTO
16.2773437500	n/a	8334	LHS
16.4980468750	n/a	8447	RTO
17.0332031250	n/a	8721	RHS
17.0488281250	n/a	8729	TRIG
17.2636718750	n/a	8839	LTO
17.7558593750	n/a	9091	LHS
17.9589843750	n/a	9195	RTO
18.4824218750	n/a	9463	RHS
18.7089843750	n/a	9579	LTO
19.0488281250	n/a	9753	TRIG
19.2167968750	n/a	9839	LHS
19.4394531250	n/a	9953	RTO
19.9414062500	n/a	10210	RHS
20.1621093750	n/a	10323	LTO
20.6777343750	n/a	10587	LHS
20.8925781250	n/a	10697	RTO
21.0488281250	n/a	10777	TRIG
21.3984375000	n/a	10956	RHS
21.6406250000	n/a	11080	LTO
22.1093750000	n/a	11320	LHS
22.3515625000	n/a	11444	RTO
22.8945312500	n/a	11722	RHS
23.0488281250	n/a	11801	TRIG
23.1640625000	n/a	11860	LTO
23.7070312500	n/a	12138	LHS
23.9355468750	n/a	12255	RTO
24.4375000000	n/a	12512	RHS
24.6894531250	n/a	12641	LTO
25.0488281250	n/a	12825	TRIG
25.2343750000	n/a	12920	LHS
25.4687500000	n/a	13040	RTO
25.9707031250	n/a	13297	RHS
26.2031250000	n/a	13416	LTO
26.6640625000	n/a	13652	LHS
26.9003906250	n/a	13773	RTO
27.0488281250	n/a	13849	TRIG
27.4238281250	n/a	14041	RHS
27.6738281250	n/a	14169	LTO
28.1406250000	n/a	14408	LHS
28.3652343750	n/a	14523	RTO
28.9003906250	n/a	14797	RHS
29.0488281250	n/a	14873	TRIG
29.1464843750	n/a	14923	LTO
29.6796875000	n/a	15196	LHS
29.9218750000	n/a	15320	RTO
30.4765625000	n/a	15604	RHS
30.7265625000	n/a	15732	LTO
31.0488281250	n/a	15897	TRIG
31.2695312500	n/a	16010	LHS
31.4902343750	n/a	16123	RTO
32.0488281250	n/a	16409	RHS
32.2871093750	n/a	16531	LTO
32.8554687500	n/a	16822	LHS
33.0488281250	n/a	16921	TRIG
33.0703125000	n/a	16932	RTO
33.5722656250	n/a	17189	RHS
33.8183593750	n/a	17315	LTO
34.3007812500	n/a	17562	LHS
34.5195312500	n/a	17674	RTO
35.0449218750	n/a	17943	RHS
35.0488281250	n/a	17945	TRIG
35.3027343750	n/a	18075	LTO
35.8281250000	n/a	18344	LHS
36.0839843750	n/a	18475	RTO
36.6269531250	n/a	18753	RHS
36.8886718750	n/a	18887	LTO
37.0488281250	n/a	18969	TRIG
37.4199218750	n/a	19159	LHS
37.6601562500	n/a	19282	RTO
38.2207031250	n/a	19569	RHS
38.4726562500	n/a	19698	LTO
38.9648437500	n/a	19950	LHS
39.0488281250	n/a	19993	TRIG
39.2011718750	n/a	20071	RTO
39.7714843750	n/a	20363	RHS
40.0332031250	n/a	20497	LTO
40.5527343750	n/a	20763	LHS
40.8125000000	n/a	20896	RTO
41.0488281250	n/a	21017	TRIG
41.3339843750	n/a	21163	RHS
41.5781250000	n/a	21288	LTO
42.0917968750	n/a	21551	LHS
42.3496093750	n/a	21683	RTO
42.8750000000	n/a	21952	RHS
43.0488281250	n/a	22041	TRIG
43.1308593750	n/a	22083	LTO
43.6269531250	n/a	22337	LHS
43.8378906250	n/a	22445	RTO
44.4277343750	n/a	22747	RHS
44.6679687500	n/a	22870	LTO
45.0488281250	n/a	23065	TRIG
45.1386718750	n/a	23111	LHS
45.3593750000	n/a	23224	RTO
45.8906250000	n/a	23496	RHS
46.1308593750	n/a	23619	LTO
46.6738281250	n/a	23897	LHS
46.8925781250	n/a	24009	RTO
47.0488281250	n/a	24089	TRIG
47.3925781250	n/a	24265	RHS
47.6250000000	n/a	24384	LTO
48.1171875000	n/a	24636	LHS
48.3554687500	n/a	24758	RTO
48.8496093750	n/a	25011	RHS
49.0488281250	n/a	25113	TRIG
49.0957031250	n/a	25137	LTO
49.6152343750	n/a	25403	LHS
49.8671875000	n/a	25532	RTO
50.3515625000	n/a	25780	RHS
50.5957031250	n/a	25905	LTO
51.0488281250	n/a	26137	TRIG
51.0800781250	n/a	26153	LHS
51.3125000000	n/a	26272	RTO
51.8125000000	n/a	26528	RHS
52.0585937500	n/a	26654	LTO
52.5429687500	n/a	26902	LHS
52.7734375000	n/a	27020	RTO
53.0488281250	n/a	27161	TRIG
53.2851562500	n/a	27282	RHS
53.5390625000	n/a	27412	LTO
54.0058593750	n/a	27651	LHS
54.2265625000	n/a	27764	RTO
54.7050781250	n/a	28009	RHS
54.9492187500	n/a	28134	LTO
55.0488281250	n/a	28185	TRIG
55.4394531250	n/a	28385	LHS
55.6796875000	n/a	28508	RTO
56.1718750000	n/a	28760	RHS
56.4140625000	n/a	28884	LTO
56.8886718750	n/a	29127	LHS
57.0488281250	n/a	29209	TRIG
57.1113281250	n/a	29241	RTO
57.6464843750	n/a	29515	RHS
57.8867187500	n/a	29638	LTO
58.3632812500	n/a	29882	LHS
58.5898437500	n/a	29998	RTO
59.0488281250	n/a	30233	TRIG
59.1113281250	n/a	30265	RHS
59.3339843750	n/a	30379	LTO
59.8339843750	n/a	30635	LHS
60.0546875000	n/a	30748	RTO
60.5859375000	n/a	31020	RHS
60.8300781250	n/a	31145	LTO
61.0488281250	n/a	31257	TRIG
61.3222656250	n/a	31397	LHS
61.5585937500	n/a	31518	RTO
62.0761718750	n/a	31783	RHS
62.3085937500	n/a	31902	LTO
62.8320312500	n/a	32170	LHS
63.0468750000	n/a	32280	RTO
63.0488281250	n/a	32281	TRIG
63.5898437500	n/a	32558	RHS
63.8300781250	n/a	32681	LTO
64.3085937500	n/a	32926	LHS
64.5312500000	n/a	33040	RTO
65.0000000000	n/a	33280	RHS
65.0488281250	n/a	33305	TRIG
65.2304687500	n/a	33398	LTO
